Unnamed: 0,ODT,RowID,platform.BAT.batteryCurrentDir,platform.BAT.batteryCurrent[0:2],platform.BAT.batteryVoltage[0:2],platform.EPS.switchVoltages[0:9],platform.EPS.switchCurrents[0:9],platform.EPS.actualSwitchStatesBitmap,platform.EPS.expectedSwitchStatesBitmap,platform.ADCS.busVoltages_2,platform.ADCS.busVoltages_1,platform.ADCS.busVoltages_0,platform.ADCS.busCurrents_2,platform.ADCS.busCurrents_1,platform.ADCS.busCurrents_0,platform.EPS.busCurrentDraws_1,platform.EPS.busCurrentDraws_0,platform.EPS.busCurrents_3,platform.EPS.busCurrents_2,platform.EPS.busCurrents_1,platform.EPS.busCurrents_0,platform.EPS.busVoltages_3,platform.EPS.busVoltages_2,platform.EPS.busVoltages_1,platform.EPS.busVoltages_0,platform.EPS.solarArrayVoltages_2,platform.EPS.solarArrayVoltages_1,platform.EPS.solarArrayVoltages_0,platform.EPS.solarArrayCurrents_4,platform.EPS.solarArrayCurrents_3,platform.EPS.solarArrayCurrents_2,platform.EPS.solarArrayCurrents_1,platform.EPS.solarArrayCurrents_0,platform.EPS.switchCurrents_9,platform.EPS.switchCurrents_8,platform.EPS.switchCurrents_7,platform.EPS.switchCurrents_6,platform.EPS.switchCurrents_5,platform.EPS.switchCurrents_4,platform.EPS.switchCurrents_3,platform.EPS.switchCurrents_2,platform.EPS.switchCurrents_1,platform.EPS.switchCurrents_0,platform.EPS.switchVoltages_9,platform.EPS.switchVoltages_8,platform.EPS.switchVoltages_7,platform.EPS.switchVoltages_6,platform.EPS.switchVoltages_5,platform.EPS.switchVoltages_4,platform.EPS.switchVoltages_3,platform.EPS.switchVoltages_2,platform.EPS.switchVoltages_1,platform.EPS.switchVoltages_0,platform.BAT.batteryVoltage_2,platform.BAT.batteryVoltage_1,platform.BAT.batteryVoltage_0,platform.BAT.batteryCurrent_2,platform.BAT.batteryCurrent_1,platform.BAT.batteryCurrent_0,platform.EPS.solarArrayCurrents[0:4],platform.EPS.solarArrayVoltages[0:2],platform.EPS.busVoltages[0:3],platform.EPS.busCurrents[0:3],platform.EPS.busCurrentDraws[0:1],platform.ADCS.busCurrents[0:2],platform.ADCS.busVoltages[0:2],platform.ADCS.sensorCurrent,platform.ADCS.mtqCurrent,platform.CMC.current3V3,platform.CMC.current5V,platform.CMC.voltage3V3,platform.CMC.voltage5V,obsw.platform.obc.TelemetryADCA.channelOutput[3],obsw.platform.obc.TelemetryADCA.channelOutput[0],obsw.platform.obc.TelemetryADCA.channelOutput[1],obsw.platform.obc.TelemetryADCA.channelOutput[4],obsw.platform.obc.TelemetryADCB.channelOutput[0],obsw.platform.obc.TelemetryADCB.channelOutput[1],obsw.platform.obc.TelemetryADCB.channelOutput[2],obsw.platform.obc.TelemetryADCB.channelOutput[3],obsw.platform.obc.TelemetryADCC.channelOutput[1],obsw.platform.obc.TelemetryADCC.channelOutput[2],obsw.platform.obc.TelemetryADCC.channelOutput[5],obsw.platform.obc.TelemetryADCB.channelOutput[4],obsw.platform.obc.TelemetryADCC.channelOutput[6],obsw.platform.obc.TelemetryADCB.channelOutput[5],obsw.platform.obc.TelemetryADCC.channelOutput[4],obsw.platform.obc.TelemetryADCB.channelOutput[6],obsw.platform.obc.TelemetryADCA.channelOutput[5],obsw.platform.obc.TelemetryADCC.channelOutput[3],cdh.telemetry.DataPool.paramValid
0,7507428,124751,1,32514066,811428751,2479371109901929015577159682,2478301477751762965663589378,420,420,326,423,513,559,736,571,7,11,2,33,46,12,512,884,777,905,712,358,263,768,617,273,4,5,2,9,18,5,47,2,5,3,2,2,2,778,776,12,861,2,19,909,2,2,911,858,773,18,8,31,5502140000000.0,276142792,972552000000.0,12933170178,11271,78576500000000.0,141126000000000.0,9129,332,17523,65501,1258,828,2153,2147,1139,3357,3348,477,3342,318,1647,3,2167,26,3378,5,2309,34,2438,2305,11111111111111111111
1,7507488,124752,1,32514054,811428753,3717314690962170342125872130,1240362619058005607200072706,420,420,24,807,513,590,928,546,7,11,2,34,46,12,448,916,777,909,715,357,264,640,283,290,2,5,2,9,19,5,49,2,5,4,2,1,2,777,777,11,860,2,19,912,2,3,913,858,773,6,8,31,5500010000000.0,277190347,976847000000.0,12933171202,11271,75166300000000.0,141229000000000.0,8832,199,17523,65501,1258,828,2157,2152,1126,3357,3347,477,3342,318,1644,3,2171,26,3377,5,2309,33,2437,2306,11111111111111111111
2,7507549,124753,1,31465484,811428750,6193191226605147236157105154,2478301477751762965663589378,420,420,372,680,513,771,576,526,8,11,2,33,46,11,192,412,777,907,707,349,265,0,448,1023,5,5,2,9,18,5,47,2,5,3,2,2,2,777,777,12,860,2,18,909,2,5,910,858,773,12,8,30,5504000000000.0,278230723,974699000000.0,11859428354,11272,72370300000000.0,141195000000000.0,7738,849,17511,65501,1258,828,2152,2147,1129,3357,3348,478,3342,318,1644,3,2167,26,3378,5,2312,34,2438,2294,11111111111111111111
3,7507609,124754,1,32514075,811428755,3717315871553791059537175554,2478301477751761866151961602,420,420,656,494,1022,865,193,934,7,11,2,34,46,11,704,396,778,911,795,364,279,256,523,18,6,5,2,9,18,5,46,2,5,3,2,2,2,777,777,11,860,2,19,913,2,3,915,858,773,27,8,31,5504020000000.0,292926235,978995000000.0,11859429378,11271,64197000000000.0,140529000000000.0,5851,522,17523,65501,1258,828,2160,2155,1124,3357,3348,477,3342,318,1644,3,2175,26,3377,5,2310,33,2437,2293,11111111111111111111
4,7507668,124755,1,31465477,811428753,2479373471085169350889186306,2478301476598843660079997954,420,420,372,680,513,907,512,954,7,11,2,34,46,12,448,916,777,909,698,357,275,0,631,31,5,5,2,9,18,5,49,2,4,3,2,2,2,777,777,12,860,2,19,911,2,2,913,858,773,5,8,30,5502960000000.0,288724666,976847000000.0,12933171202,11271,65592800000000.0,141195000000000.0,7604,196,17523,65501,1258,828,2153,2149,1128,3357,3348,477,3342,318,1643,3,2170,26,3378,5,2313,34,2438,2296,11111111111111111111
5,7507728,124756,1,31465493,811428753,3717314690962171442711240706,2478301477751765164687893506,420,420,245,58,513,89,833,970,8,11,2,34,46,12,448,916,777,909,695,355,350,640,639,1023,29,5,2,9,19,5,49,2,5,3,2,2,2,776,777,12,861,2,19,912,2,3,913,858,773,21,8,30,5529770000000.0,367365815,976847000000.0,12933171202,11272,66713800000000.0,141028000000000.0,5754,354,17535,65507,1258,828,2158,2153,1127,3357,3348,477,3342,318,1643,3,2161,26,3378,5,2318,33,2437,2301,11111111111111111111
6,7507788,124757,1,31465497,811428755,2479375832268410785711793154,2478301477751764065176266754,420,420,1022,169,513,656,288,574,7,11,2,35,46,12,128,444,777,911,809,363,358,0,1004,0,51,5,2,10,19,5,48,2,5,3,2,2,2,777,777,12,860,2,19,913,2,2,915,858,773,25,8,30,5552320000000.0,375762729,978994000000.0,12933172226,11271,78928700000000.0,141058000000000.0,6921,876,17523,65501,1258,828,2160,2155,1127,3357,3347,476,3342,317,1643,3,2176,26,3379,4,2305,34,2437,2302,11111111111111111111
7,7507849,124758,1,31465496,811428755,6193195950124551610409165826,2478301477751766264198472706,420,420,674,296,513,433,864,536,8,11,2,33,46,12,128,444,777,911,781,410,354,0,1004,0,51,5,2,9,18,5,50,2,5,3,2,2,2,777,777,12,860,2,19,913,2,5,915,858,773,24,8,30,5552320000000.0,371616525,978994000000.0,12933170178,11272,73783300000000.0,141092000000000.0,8198,510,17523,65507,1258,828,2161,2156,1126,3357,3348,477,3342,318,1642,3,2176,26,3378,5,2312,34,2436,2295,11111111111111111111
8,7507908,124759,1,31465502,811428755,2479377012860032602634724354,2478301477751765164687894530,420,420,144,73,513,297,577,958,8,11,2,33,46,12,704,396,778,911,794,405,362,256,696,1020,110,5,2,10,19,5,49,2,5,3,2,2,2,777,777,12,861,2,19,914,2,2,915,858,773,30,8,30,5616740000000.0,380000026,978995000000.0,12933170178,11272,65872000000000.0,141032000000000.0,7025,502,17547,65507,1258,828,2161,2155,1126,3358,3348,478,3342,318,1642,3,2176,26,3379,5,2306,33,2437,2307,11111111111111111111
9,7507968,124760,1,31465495,811427732,2479377012860031502048306178,2478300297160144447276589058,420,420,310,281,512,139,161,523,8,11,2,34,46,12,128,444,777,911,251,405,363,256,692,1,94,4,2,8,19,5,49,2,5,2,2,2,2,777,776,11,860,2,19,914,2,2,916,857,773,23,8,30,4498980000000.0,381048059,978994000000.0,12933171202,11272,71902200000000.0,140813000000000.0,6577,313,17535,65501,1258,828,2161,2156,1129,3357,3347,477,3342,318,1642,3,2176,26,3378,4,2303,33,2437,2302,11111111111111111111
10,7508028,124761,1,32514070,811428756,2479375832268410784637002754,2478301477751766264200569858,420,420,573,311,513,388,224,531,8,11,2,34,46,12,704,396,778,911,252,343,442,512,252,22,286,4,2,9,20,5,50,2,5,3,2,2,2,777,776,11,860,2,19,913,2,2,916,858,773,22,8,31,4705160000000.0,463822076,978995000000.0,12933171202,11272,73010200000000.0,141096000000000.0,9092,216,17535,65507,1258,828,2161,2156,1125,3358,3348,477,3342,318,1642,3,2176,26,3379,5,2310,33,2437,2296,11111111111111111111
11,7508088,124762,1,32514067,811428756,3717317053298333282629067778,2478301476598843660079997954,420,420,712,46,1020,846,129,903,7,11,2,33,46,11,128,444,777,911,787,372,410,0,15,10,399,4,2,9,18,5,49,2,4,3,2,2,2,777,777,12,860,2,20,914,2,3,916,858,773,19,8,31,4826480000000.0,430297875,978994000000.0,11859428354,11271,62062400000000.0,140194000000000.0,5652,149,17547,65507,1258,828,2162,2156,1128,3357,3348,477,3342,318,1642,3,2176,26,3379,4,2302,34,2438,2301,11111111111111111111
12,7508149,124763,1,32514069,811428755,6193197130716173427332097026,2478301477751764065175217154,420,420,180,520,513,892,1,928,7,11,2,34,46,12,256,696,777,912,770,418,407,768,665,181,289,5,2,9,18,5,48,2,5,3,2,2,2,777,777,12,861,2,19,914,2,5,915,858,773,21,8,31,5808060000000.0,427199234,980068000000.0,12933171202,11271,63771800000000.0,141152000000000.0,7841,886,17547,65507,1258,828,2161,2156,1127,3358,3348,477,3342,318,1642,3,2177,26,3378,4,2302,34,2437,2302,11111111111111111111
13,7508209,124764,1,31465492,811428756,3717317052145412877533848578,2478300297160142248253334530,420,420,108,305,1023,959,449,1022,7,11,2,34,46,13,256,696,777,912,786,405,400,256,535,130,306,5,2,9,19,5,47,2,5,2,2,2,2,777,777,12,861,2,19,914,2,3,916,858,773,20,8,30,5826260000000.0,419845906,980068000000.0,14006913026,11271,70261500000000.0,140641000000000.0,7090,173,17547,65501,1258,828,2162,2156,1132,3357,3348,477,3342,318,1641,3,2177,26,3378,4,2306,34,2437,2307,11111111111111111111
14,7508268,124765,1,31465492,811428756,3717317052145411778021172226,2478301477751765164687894530,420,420,573,311,513,758,928,548,8,11,2,33,46,12,256,696,777,912,810,414,403,768,35,170,282,4,2,10,19,5,49,2,5,3,2,2,2,777,776,12,860,2,19,914,2,3,916,858,773,20,8,30,4701020000000.0,423000874,980068000000.0,12933170178,11272,75441200000000.0,141096000000000.0,8805,207,17547,65501,1258,828,2162,2157,1125,3357,3348,477,3342,317,1641,3,2177,26,3379,5,2307,33,2437,2305,11111111111111111111
15,7508328,124766,1,32514067,811428756,2479377012860031503122048002,2478301477751764065176266754,420,420,164,378,512,673,129,996,7,11,2,34,45,11,256,696,777,912,252,411,334,768,490,325,83,5,2,10,19,5,48,2,5,3,2,2,2,777,776,12,860,2,19,914,2,2,916,858,773,19,8,31,5587020000000.0,350645500,980068000000.0,11858380802,11271,68453300000000.0,140839000000000.0,8433,491,17547,65501,1258,828,2162,2157,1127,3358,3348,477,3342,318,1640,3,2177,26,3378,5,2314,34,2437,2296,11111111111111111111
16,7508388,124767,1,32514067,811428756,2479377012860031503122049026,2478301477751764065176265730,420,420,235,248,513,407,768,528,7,11,2,34,46,12,576,491,776,911,844,383,325,128,478,362,41,4,2,9,19,5,48,2,5,3,2,2,2,778,776,12,860,2,19,914,2,2,916,858,773,19,8,31,4442450000000.0,341180236,978993000000.0,12933171202,11271,72670900000000.0,141079000000000.0,8953,231,17559,65501,1258,828,2159,2154,1130,3357,3348,477,3342,318,1640,3,2175,26,3375,4,2312,34,2437,2299,11111111111111111111
17,7508449,124768,1,32514067,811428755,6193197130716173427332097026,2478301476598840361546163202,420,420,290,1000,512,14,834,936,8,11,2,34,46,11,128,444,777,911,780,345,316,512,745,273,20,5,2,9,19,5,46,2,4,3,2,2,2,777,777,12,861,2,19,914,2,5,915,858,773,19,8,31,5519320000000.0,331704076,978994000000.0,11859429378,11272,64377400000000.0,141006000000000.0,7216,974,17559,65507,1258,828,2148,2142,1132,3357,3348,477,3342,318,1640,3,2176,27,3375,5,2310,34,2436,2292,11111111111111111111
18,7508508,124769,1,31465490,811428756,3717317052145412876460106754,2478300296007222942668694530,420,420,820,199,513,1023,768,567,8,11,2,34,46,11,128,97,779,910,810,347,312,256,260,339,15,5,2,9,18,5,49,2,4,2,2,2,2,777,777,11,861,2,19,914,2,3,916,858,773,18,8,30,5514020000000.0,327511850,977922000000.0,11859429378,11272,78031100000000.0,141066000000000.0,8188,543,17571,65501,1258,828,2162,2156,1131,3358,3348,477,3342,318,1640,3,2177,26,3376,4,2305,34,2438,2302,11111111111111111111
19,7508568,124770,1,32514065,811428755,2479375832268410784637002754,2478301477751761866151961602,420,420,79,535,513,435,352,575,8,11,2,34,46,11,128,444,777,911,759,339,322,256,434,166,18,5,2,9,18,5,46,2,5,3,2,2,2,777,776,11,860,2,19,913,2,2,915,858,773,17,8,31,5517060000000.0,337989367,978994000000.0,11859429378,11272,79074700000000.0,141156000000000.0,9181,260,17571,65501,1258,828,2148,2142,1134,3357,3348,477,3343,317,1639,3,2160,26,3376,4,2304,33,2437,2302,11111111111111111111
20,7508628,124771,1,31465490,811428756,2479375832268410785710744578,2478300296007222942668694530,420,420,473,665,513,524,64,553,7,11,2,33,46,12,128,444,777,911,778,344,329,512,504,40,27,4,2,9,18,5,49,2,4,2,2,2,2,777,776,12,860,2,19,913,2,2,916,858,773,18,8,30,4427080000000.0,345334538,978994000000.0,12933170178,11271,76012400000000.0,141191000000000.0,9111,511,17583,65507,1258,828,2161,2155,1129,3354,3344,452,3339,319,4095,1534,2174,26,3373,5,2312,33,2437,2295,11111111111111111111
21,7508688,124772,1,31465487,811428756,3717317052145412876460106755,2477092550779226831883084802,420,420,400,111,1023,141,130,943,7,11,2,33,79,11,256,696,777,912,781,349,337,640,395,39,38,4,2,9,19,5,47,2,4,3,1,2,3,777,777,11,861,2,19,914,2,3,916,858,773,15,8,30,4438890000000.0,353728269,980068000000.0,11894031362,11271,64811200000000.0,140615000000000.0,5444,459,17595,65501,1258,828,2161,2155,1128,3355,3344,452,3339,318,4095,1557,2175,26,3374,5,2313,33,2437,2296,11111111111111111111
22,7508749,124773,1,31465487,811429779,6193195950124551610409165826,2478301476598840361545114626,420,420,346,722,1023,200,1,956,7,11,2,34,46,11,704,396,778,911,676,337,340,256,831,1023,53,5,2,9,18,5,46,2,4,3,2,2,2,777,777,12,860,2,19,913,2,5,915,859,773,15,8,30,5555540000000.0,356861604,978995000000.0,11859429378,11271,65695900000000.0,140697000000000.0,5452,455,17595,65507,1258,828,2161,2155,1131,3358,3348,477,3343,318,1627,3,2176,26,3378,4,2317,34,2438,2300,11111111111111111111
23,7508808,124774,1,32514064,811428756,2479377012860032602633675779,2478301477751762965664637954,420,420,271,695,513,873,961,896,8,11,2,34,46,12,256,696,777,912,765,342,336,512,573,23,42,5,2,9,19,5,47,2,5,3,2,2,3,777,776,12,861,2,19,914,2,2,916,858,773,16,8,31,5542680000000.0,352672509,980068000000.0,12933171202,11272,61637200000000.0,141199000000000.0,8819,380,17606,65501,1258,828,2162,2157,1132,3358,3348,477,3343,318,1633,3,2177,25,3378,5,2304,34,2437,2302,11111111111111111111
24,7508868,124775,1,32514064,812477332,2479377012860032602634724355,2478301477751762965663589378,420,420,144,73,513,126,257,526,8,11,2,33,46,12,832,648,778,912,784,398,302,896,824,7,9,5,2,9,18,5,47,2,5,3,2,2,3,777,777,12,861,2,19,914,2,2,916,858,774,16,8,31,5507230000000.0,317078288,980069000000.0,12933170178,11272,72327400000000.0,141032000000000.0,7534,120,17618,65501,1258,828,2163,2157,1135,3358,3348,477,3342,318,1633,3,2177,26,3378,5,2307,33,2437,2303,11111111111111111111
25,7508928,124776,1,31465488,811428756,3717317052145412876460107779,2478300297160142248252285954,420,420,89,345,513,182,1,992,7,11,2,33,46,13,128,444,777,911,685,398,330,768,197,3,29,5,2,9,18,5,47,2,5,2,2,2,3,778,777,11,861,2,19,914,2,3,916,858,773,16,8,30,5528700000000.0,346438317,978994000000.0,14006912002,11271,68169800000000.0,141105000000000.0,6320,608,17630,65501,1258,828,2163,2157,1131,3358,3348,477,3343,318,1633,3,2177,26,3378,5,2313,33,2437,2296,11111111111111111111
26,7508988,124777,1,32514063,811428756,3717317053298333281554277378,2478301477751765164686844930,420,420,446,713,512,771,384,918,7,11,2,34,46,12,832,648,778,912,775,387,334,256,876,0,35,5,2,9,18,5,49,2,5,3,2,2,2,777,776,11,860,2,20,914,2,3,916,858,773,15,8,31,5535140000000.0,350621447,980069000000.0,12933171202,11271,63110300000000.0,140929000000000.0,6397,188,17642,65501,1258,828,2163,2157,1136,3358,3348,477,3343,317,1633,3,2177,26,3378,5,2307,33,2437,2305,11111111111111111111
27,7509049,124778,1,32514063,811428756,6193197130716173427332097027,2478301476598843660079997954,420,420,52,583,512,835,704,878,7,11,2,33,46,12,256,696,777,912,786,394,327,640,952,7,25,5,2,9,18,5,49,2,4,3,2,2,3,777,777,12,861,2,19,914,2,5,916,858,773,15,8,31,5524410000000.0,343288594,980068000000.0,12933170178,11271,60383000000000.0,140894000000000.0,8816,615,17642,65501,1258,828,2163,2157,1132,3358,3348,477,3343,318,1632,3,2177,26,3378,5,2317,34,2437,2300,11111111111111111111
28,7509108,124779,1,32514063,811428756,2479377012860031502049354755,2477092550779226831883084802,420,420,134,263,513,81,449,912,7,11,2,33,46,12,256,696,777,912,605,410,385,128,758,1021,246,5,2,9,19,5,47,2,4,3,1,2,3,777,777,11,860,2,19,914,2,2,916,858,773,15,8,31,5762770000000.0,404122205,980068000000.0,12933170178,11271,62702300000000.0,141083000000000.0,7666,220,17654,65501,1258,828,2163,2157,1133,3358,3349,477,3342,317,1632,3,2177,26,3378,5,2315,34,2438,2298,11111111111111111111
29,7509168,124780,1,32514063,812477332,3717317052145411778022220803,2478302658343384782586520578,420,420,886,761,512,139,642,904,8,11,2,34,46,12,256,696,777,912,775,387,410,896,973,0,353,5,2,9,18,5,48,2,5,4,2,2,3,777,777,12,860,2,19,914,2,3,916,858,774,15,8,31,5876590000000.0,430313223,980068000000.0,12933171202,11272,62165500000000.0,140942000000000.0,9176,408,17666,65501,1258,828,2163,2158,1136,3358,3348,478,3343,318,1632,3,2177,26,3378,4,2319,34,2437,2301,11111111111111111111
30,7509228,124781,1,32514061,811428756,2479377012860032602634725379,1240360256721842667769570306,420,420,966,102,513,281,897,908,8,11,2,34,46,12,832,648,778,912,764,397,399,512,878,38,276,4,2,9,18,5,49,2,4,2,2,1,3,778,777,12,861,2,19,914,2,2,916,858,773,13,8,31,4694440000000.0,418789116,980069000000.0,12933171202,11272,62457500000000.0,141040000000000.0,7168,744,17678,65501,1258,828,2163,2158,1134,3358,3348,477,3343,318,1631,3,2178,25,3378,4,2315,34,2437,2298,11111111111111111111
31,7509288,124782,1,31465485,811428756,3717317052145411778021172227,2478300297159016348346491905,420,420,647,344,512,32,641,533,7,11,2,33,46,12,832,648,778,912,779,408,398,512,521,1020,241,5,1,9,19,5,47,1,5,2,2,2,3,777,776,12,860,2,19,914,2,3,916,858,773,13,8,30,5757400000000.0,417751819,980069000000.0,12933170178,11271,73341000000000.0,140830000000000.0,6266,350,17678,65507,1258,828,2163,2158,1136,3358,3348,477,3342,318,1630,3,2178,26,3378,5,2317,34,2437,2300,11111111111111111111
32,7509349,124783,1,32514061,811428756,6193197130716173427332097027,2478301477751761866154058753,420,420,694,595,1023,62,385,537,7,11,2,34,46,11,256,696,777,912,581,388,397,768,193,5,285,5,1,9,20,5,46,2,5,3,2,2,3,777,777,12,861,2,19,914,2,5,916,858,773,13,8,31,5803580000000.0,416682565,980068000000.0,11859429378,11271,73856400000000.0,140680000000000.0,6013,247,17690,65501,1258,829,2164,2158,1135,3359,3348,478,3342,318,1630,3,2178,26,3378,4,2314,34,2438,2297,11111111111111111111
33,7509409,124784,1,31465485,811428756,3717318232737033593871410179,2478302657190465477003977730,420,420,638,873,512,69,66,1020,8,11,2,33,46,11,832,648,778,912,770,404,396,0,843,134,246,5,2,9,19,5,50,2,4,4,2,2,3,777,777,11,861,2,19,915,2,3,916,858,773,13,8,30,5761840000000.0,415650562,980069000000.0,11859428354,11272,70098300000000.0,140972000000000.0,8986,348,17690,65501,1258,828,2163,2158,1134,3358,3348,477,3342,318,1629,3,2178,25,3378,5,2313,34,2438,2296,11111111111111111111
34,7509468,124785,1,31465485,811428756,2479377012860031502049354755,2478300297160143347764962306,420,420,427,408,513,600,608,519,8,11,2,33,46,11,256,696,777,912,782,395,391,256,308,129,256,4,2,9,19,5,48,2,5,2,2,2,3,777,777,11,860,2,19,914,2,2,916,858,773,13,8,30,4673060000000.0,410398478,980068000000.0,11859428354,11272,71412500000000.0,141122000000000.0,8975,615,17702,65501,1258,828,2164,2158,1142,3359,3348,477,3343,318,1630,3,2178,26,3379,4,2309,34,2438,2307,11111111111111111111
35,7509528,124786,1,32514061,811428756,3717317053298333282629067779,2478300296007219644135908354,420,420,912,713,513,141,577,1015,7,11,2,33,46,11,128,97,779,910,786,400,393,0,749,75,6,5,2,9,20,5,46,2,4,2,2,2,3,777,777,12,860,2,20,914,2,3,916,858,773,13,8,31,5504080000000.0,412500754,977922000000.0,11859428354,11271,69789000000000.0,141204000000000.0,5909,149,17714,65507,1258,828,2164,2158,1136,3358,3349,477,3342,318,1629,3,2178,25,3379,4,2316,34,2437,2299,11111111111111111111
36,7509588,124787,1,31465485,811428757,2479377012860032602634724355,2478301477751761866153010178,420,420,118,121,512,603,385,987,8,12,2,34,46,12,256,696,777,912,781,401,391,768,990,3,235,4,2,9,19,5,46,2,5,3,2,2,3,777,777,12,861,2,19,914,2,2,917,858,773,13,8,30,4650380000000.0,410404621,980068000000.0,12933171202,12296,67852000000000.0,140770000000000.0,8940,582,17714,65501,1258,828,2164,2158,1136,3359,3348,478,3343,317,1628,3,2178,26,3379,4,2311,34,2438,2294,11111111111111111111
37,7509649,124788,1,32514060,811428756,6193191228910991344881378307,2478301477751764065176265730,420,420,638,873,512,799,640,539,8,12,2,33,46,11,256,696,777,912,776,379,387,896,15,21,281,4,2,9,19,5,48,2,5,3,2,2,3,777,776,12,861,2,20,909,2,5,916,858,773,12,8,31,4699790000000.0,406187784,980068000000.0,11859428354,12296,74165600000000.0,140972000000000.0,6479,519,17725,65501,1258,828,2164,2158,1140,3358,3348,477,3343,317,1628,3,2179,25,3379,5,2307,34,2438,2303,11111111111111111111
38,7509708,124789,1,32514060,811428757,2479378193451652219460658179,2478301477751761866153010178,420,420,327,762,513,9,833,960,7,11,2,34,46,11,832,648,778,912,756,376,389,384,812,62,288,4,2,9,19,5,46,2,5,3,2,2,3,777,777,11,860,2,19,915,2,2,917,858,773,12,8,31,4707350000000.0,408281844,980069000000.0,11859429378,11271,66026600000000.0,141217000000000.0,8063,136,17737,65501,1258,828,2164,2158,1138,3358,3348,478,3343,318,1627,3,2179,25,3379,4,2318,34,2438,2300,11111111111111111111
39,7509768,124790,1,32514059,811428757,3717317052145412877533848579,2478301477751761866151961602,420,420,382,490,513,942,704,1006,7,11,2,33,46,11,832,648,778,912,697,410,384,768,434,2,190,4,2,9,18,5,46,2,5,3,2,2,3,777,777,12,861,2,19,914,2,3,917,858,773,11,8,31,4602060000000.0,403073721,980069000000.0,11859428354,11271,69179100000000.0,141144000000000.0,5502,282,17749,65507,1258,828,2164,2158,1142,3359,3348,477,3343,318,1627,3,2179,25,3379,4,2308,34,2438,2305,11111111111111111111
40,7509828,124791,1,32514059,811428756,3717317052145411778021172227,2478301477751764065176265730,420,420,365,9,512,396,65,971,7,11,2,34,46,11,256,696,777,912,772,398,355,768,575,1023,21,5,2,9,19,5,48,2,5,3,2,2,3,777,776,12,860,2,19,914,2,3,916,858,773,11,8,31,5521180000000.0,372652804,980068000000.0,11859429378,11271,66731000000000.0,140740000000000.0,9384,564,17749,65501,1258,828,2164,2159,1137,3358,3348,478,3343,318,1626,3,2179,26,3379,4,2308,33,2438,2308,11111111111111111111
41,7509888,124792,1,32514060,811428757,3717317052145411778021172227,2478301477751762965664638978,420,420,966,102,513,406,705,876,8,11,2,34,47,12,256,696,777,912,784,389,322,128,895,1023,61,5,2,10,19,5,47,2,5,3,2,2,3,777,776,12,860,2,19,914,2,3,917,858,773,12,8,31,5564130000000.0,338040592,980068000000.0,12934219778,11272,60245600000000.0,141040000000000.0,7576,446,17761,65501,1258,828,2164,2158,1141,3358,3349,477,3342,318,1626,3,2179,26,3380,4,2304,33,2438,2304,11111111111111111111
42,7509949,124793,1,31465482,811428756,6193197130716172327820469251,2478300296007220743646487554,420,420,281,505,513,145,514,924,8,11,2,33,87,12,128,444,777,911,251,400,367,768,105,2,195,5,2,9,19,5,47,2,4,2,2,2,3,777,777,12,860,2,19,914,2,5,916,858,773,10,8,30,5706940000000.0,385237243,978994000000.0,12976161794,11272,63531300000000.0,141148000000000.0,7520,226,17773,65501,1258,828,2163,2157,1138,3355,3344,454,3339,317,4095,1504,2176,25,3373,5,2311,34,2438,2294,11111111111111111111
43,7510009,124794,1,31465481,810380180,3717317052145411776948478979,2478301476598843660081046530,420,420,866,456,513,579,128,512,7,11,2,34,84,12,256,696,777,912,807,382,323,768,814,1021,54,4,2,9,19,5,49,2,4,3,2,2,3,777,777,11,860,2,19,914,2,3,916,858,772,9,8,30,4457100000000.0,339082023,980068000000.0,12973017090,11271,70386000000000.0,141135000000000.0,5466,504,17785,65501,1258,828,2164,2158,1142,3359,3348,477,3343,317,1609,3,2177,25,3378,5,2303,34,2438,2300,11111111111111111111
44,7510068,124795,1,32514058,811428757,2479378194604574824652874755,2478301476598842560568370178,420,420,930,679,512,137,577,938,7,11,2,34,46,12,832,648,778,912,784,325,291,640,684,0,11,5,2,9,18,5,48,2,4,3,2,2,3,777,777,12,861,2,20,915,2,2,917,858,773,10,8,31,5509370000000.0,305469200,980069000000.0,12933171202,11271,64497600000000.0,140920000000000.0,5681,196,17785,65507,1258,828,2164,2158,1141,3359,3349,477,3343,318,1620,3,2177,25,3377,4,2316,34,2439,2298,11111111111111111111
45,7510128,124796,1,31465481,811428756,3717317052145412877533848579,2478300296007222942669743106,420,420,135,602,513,655,513,936,7,11,2,33,46,11,256,696,777,912,677,324,263,512,663,25,4,5,2,9,19,5,49,2,4,2,2,2,3,777,777,12,861,2,19,914,2,3,916,858,773,9,8,30,5501880000000.0,276107941,980068000000.0,11859428354,11271,64355900000000.0,141174000000000.0,6301,488,17797,65501,1258,828,2153,2148,1142,3358,3348,477,3343,318,1621,3,2166,25,3377,4,2314,34,2438,2297,11111111111111111111
46,7510188,124797,1,32514058,812477332,3717317052145411778022220804,1240361438466384889788769282,420,420,446,713,512,705,640,986,8,11,2,34,46,13,832,648,778,912,792,340,298,0,448,1023,5,5,2,9,19,5,49,2,5,3,2,1,4,777,777,12,860,2,19,914,2,3,916,858,774,10,8,31,5504000000000.0,312824600,980069000000.0,14006913026,11272,67800400000000.0,140929000000000.0,8576,271,17809,65501,1258,828,2164,2159,1141,3359,3348,477,3342,318,1621,3,2177,25,3377,5,2316,34,2438,2299,11111111111111111111
